Date,Product_Name,Category,Units_Sold,Inventory_Level,Price,Promotion,Supplier,Lead_Time,Revenue
2023-02-28,Speaker,Electronics,32,439,1004.48,Yes,Nova Supply,12,32143.36
2024-04-15,Face Wash,Personal Care,44,238,1264.28,No,Smart Wholesale,8,55628.32
2023-09-30,Shampoo,Personal Care,41,437,1894.45,No,Nova Supply,4,77672.45
2024-06-17,Milk,Groceries,53,45,1571.88,No,ABC Suppliers,2,83309.64
2024-02-13,Tablet,Electronics,31,357,1503.2,No,Global Traders,6,46599.2
2023-05-19,Bread,Groceries,36,271,1359.08,Yes,ABC Suppliers,12,48926.88
2023-12-13,Rice,Groceries,75,312,1975.94,Yes,Smart Wholesale,10,148195.5
2023-07-05,Lotion,Personal Care,53,166,1692.98,No,Prime Distribution,3,89727.94
2023-11-03,Soap,Personal Care,58,58,395.74,Yes,Smart Wholesale,4,22952.92
2024-10-25,Juice,Groceries,54,140,1024.99,No,Global Traders,3,55349.46
2024-07-03,Toothpaste,Personal Care,55,194,281.6,No,ABC Suppliers,3,15488.0
2023-09-29,Monitor,Electronics,33,293,339.85,No,Prime Distribution,6,11215.05
2024-03-11,Tea,Groceries,40,285,1326.77,Yes,ABC Suppliers,8,53070.8
2024-12-07,Hair Oil,Personal Care,75,455,1297.78,No,Global Traders,14,97333.5
2024-01-21,Sanitizer,Personal Care,30,345,1417.75,No,Nova Supply,8,42532.5
2024-02-02,Conditioner,Personal Care,36,312,1718.48,Yes,ABC Suppliers,15,61865.28
2024-04-11,Keyboard,Electronics,54,320,582.54,Yes,Global Traders,14,31457.16
2024-07-10,Lotion,Personal Care,62,167,805.31,No,Smart Wholesale,9,49929.22
2024-04-09,Rice,Groceries,32,431,1794.61,No,Prime Distribution,2,57427.52
2023-05-19,Conditioner,Personal Care,27,416,1191.54,Yes,Prime Distribution,9,32171.58
2023-03-10,Shampoo,Personal Care,49,465,592.5,No,Global Traders,13,29032.5
2023-08-24,Butter,Groceries,38,279,554.42,No,Nova Supply,12,21067.96
2023-09-03,Keyboard,Electronics,34,313,118.36,Yes,Smart Wholesale,5,4024.24
2024-01-05,Face Wash,Personal Care,36,436,29.15,No,Smart Wholesale,8,1049.4
2023-03-03,Cheese,Groceries,40,231,179.59,No,Prime Distribution,2,7183.6
2024-07-05,Conditioner,Personal Care,35,151,31.35,No,Smart Wholesale,9,1097.25
2024-02-21,Perfume,Personal Care,31,251,1575.14,No,Prime Distribution,4,48829.34
2024-08-30,Laptop,Electronics,53,234,494.37,No,Smart Wholesale,7,26201.61
2023-05-15,Keyboard,Electronics,43,240,429.88,No,Nova Supply,13,18484.84
2023-02-09,Bread,Groceries,38,178,912.84,No,Global Traders,8,34687.92
2023-10-06,Deodorant,Personal Care,22,316,1195.0,No,Prime Distribution,10,26290.0
2024-11-12,Perfume,Personal Care,59,244,633.74,Yes,Smart Wholesale,6,37390.66
2024-01-06,Toothpaste,Personal Care,47,396,763.42,No,Global Traders,13,35880.74
2024-11-29,Hair Oil,Personal Care,58,98,1759.78,Yes,Prime Distribution,14,102067.24
2023-03-08,Monitor,Electronics,42,178,1842.81,Yes,Global Traders,2,77398.02
2023-05-29,Bread,Groceries,36,223,1064.6,Yes,Nova Supply,8,38325.6
2024-03-31,Toothpaste,Personal Care,33,147,874.31,No,Smart Wholesale,12,28852.23
2023-04-19,Headphones,Electronics,58,43,1808.11,No,Smart Wholesale,15,104870.38
2023-08-17,Eggs,Groceries,34,409,1489.27,Yes,ABC Suppliers,10,50635.18
2024-12-03,Laptop,Electronics,71,261,1538.42,No,Nova Supply,13,109227.82
2024-04-30,Butter,Groceries,21,472,1169.52,No,ABC Suppliers,5,24559.92
2023-04-19,Perfume,Personal Care,23,55,1010.43,No,Nova Supply,4,23239.89
2023-06-27,Soap,Personal Care,42,468,714.11,Yes,Nova Supply,5,29992.62
2023-04-14,Bread,Groceries,47,363,509.25,No,ABC Suppliers,14,23934.75
2023-09-07,Sugar,Groceries,44,425,749.66,No,Prime Distribution,13,32985.04
2024-04-14,Milk,Groceries,52,263,758.54,No,Global Traders,7,39444.08
2023-06-17,Conditioner,Personal Care,54,179,1358.04,Yes,Prime Distribution,14,73334.16
2023-06-15,Speaker,Electronics,52,485,1272.6,No,Nova Supply,2,66175.2
2024-11-12,Sugar,Groceries,66,290,22.03,No,Smart Wholesale,8,1453.98
2024-09-04,Mouse,Electronics,36,259,1876.05,Yes,Global Traders,11,67537.8
2024-08-18,Tea,Groceries,38,463,1372.97,No,Smart Wholesale,12,52172.86
2024-10-20,Mouse,Electronics,50,44,262.51,Yes,Smart Wholesale,7,13125.5
2024-08-31,Tablet,Electronics,36,306,820.34,No,Global Traders,14,29532.24
2023-02-26,Deodorant,Personal Care,52,213,911.6,No,Nova Supply,15,47403.2
2024-03-06,Conditioner,Personal Care,28,103,1947.34,No,Nova Supply,14,54525.52
2023-04-21,Deodorant,Personal Care,44,489,803.97,Yes,Global Traders,2,35374.68
2023-04-20,Keyboard,Electronics,25,244,509.81,Yes,Prime Distribution,13,12745.25
2023-01-18,Cheese,Groceries,44,299,1632.19,Yes,Nova Supply,4,71816.36
2023-11-17,Lotion,Personal Care,71,226,592.47,No,Smart Wholesale,13,42065.37
2023-07-29,Rice,Groceries,75,60,626.29,Yes,Global Traders,8,46971.75
2024-06-02,Lotion,Personal Care,42,153,635.04,Yes,ABC Suppliers,8,26671.68
2023-11-03,Eggs,Groceries,66,207,949.22,No,Nova Supply,2,62648.52
2023-05-05,Speaker,Electronics,42,261,410.28,Yes,ABC Suppliers,4,17231.76
2024-10-18,Milk,Groceries,37,387,398.07,No,ABC Suppliers,5,14728.59
2024-10-12,Sanitizer,Personal Care,43,99,805.44,Yes,Nova Supply,6,34633.92
2023-02-08,Face Wash,Personal Care,33,131,1442.29,Yes,ABC Suppliers,6,47595.57
2023-12-17,Conditioner,Personal Care,77,107,1794.32,Yes,ABC Suppliers,3,138162.64
2024-07-29,Butter,Groceries,55,267,848.49,Yes,Prime Distribution,4,46666.95
2024-03-17,Hair Oil,Personal Care,48,342,1252.54,Yes,Prime Distribution,15,60121.92
2024-07-25,Sugar,Groceries,40,407,1747.94,Yes,Global Traders,3,69917.6
2023-02-20,Deodorant,Personal Care,47,225,731.72,No,Global Traders,4,34390.84
2023-04-06,Milk,Groceries,30,405,239.83,Yes,Nova Supply,12,7194.9
2023-04-05,Headphones,Electronics,31,482,1340.82,No,Global Traders,2,41565.42
2023-01-28,Milk,Groceries,37,240,894.29,No,Smart Wholesale,12,33088.73
2023-03-10,Shampoo,Personal Care,45,204,1266.1,Yes,Nova Supply,14,56974.5
2024-05-12,Juice,Groceries,42,368,410.28,No,ABC Suppliers,6,17231.76
2023-10-03,Laptop,Electronics,40,148,1916.58,No,Prime Distribution,2,76663.2
2023-06-23,Deodorant,Personal Care,54,144,633.16,Yes,Nova Supply,7,34190.64
2024-03-30,Camera,Electronics,37,401,314.34,Yes,Prime Distribution,8,11630.58
2023-10-27,Cheese,Groceries,46,404,934.1,No,Prime Distribution,4,42968.6
2024-05-21,Coffee,Groceries,42,386,1963.2,Yes,Prime Distribution,10,82454.4
2024-09-19,Keyboard,Electronics,33,227,1900.69,Yes,Global Traders,11,62722.77
2024-03-17,Bread,Groceries,31,107,1099.34,Yes,Prime Distribution,2,34079.54
2023-08-17,Cheese,Groceries,44,255,728.28,No,Smart Wholesale,15,32044.32
2024-06-14,Bread,Groceries,43,253,34.86,Yes,ABC Suppliers,9,1498.98
2023-03-11,Bread,Groceries,30,115,995.96,Yes,Global Traders,14,29878.8
2024-05-28,Headphones,Electronics,41,261,805.11,Yes,Global Traders,13,33009.51
2023-10-01,Monitor,Electronics,62,347,605.98,No,Smart Wholesale,4,37570.76
2024-07-27,Keyboard,Electronics,45,135,530.82,No,Prime Distribution,13,23886.9
2023-05-13,Laptop,Electronics,54,463,553.1,Yes,Smart Wholesale,5,29867.4
2023-03-25,Milk,Groceries,35,306,1463.81,Yes,ABC Suppliers,3,51233.35
2024-04-02,Butter,Groceries,49,233,92.79,Yes,Prime Distribution,9,4546.71
2024-08-06,Deodorant,Personal Care,38,70,1728.13,Yes,Nova Supply,11,65668.94
2024-11-25,Monitor,Electronics,53,325,1068.77,Yes,Prime Distribution,6,56644.81
2024-10-11,Shampoo,Personal Care,37,239,1539.22,Yes,Smart Wholesale,8,56951.14
2024-11-11,Butter,Groceries,79,373,1896.56,No,Nova Supply,14,149828.24
2024-01-02,Perfume,Personal Care,38,382,425.61,No,Prime Distribution,7,16173.18
2024-03-10,Keyboard,Electronics,71,449,544.42,No,Prime Distribution,5,38653.82
2023-07-04,Tablet,Electronics,56,369,635.35,No,ABC Suppliers,5,35579.6
2023-12-29,Lotion,Personal Care,68,363,161.3,No,Smart Wholesale,6,10968.4
2024-03-30,Sanitizer,Personal Care,39,128,883.65,No,Smart Wholesale,8,34462.35
2024-08-17,Milk,Groceries,58,390,1552.12,No,Prime Distribution,6,90022.96
2023-02-10,Juice,Groceries,53,329,1310.99,Yes,Prime Distribution,13,69482.47
2024-01-19,Speaker,Electronics,34,114,152.01,Yes,ABC Suppliers,6,5168.34
2024-11-28,Keyboard,Electronics,73,409,1483.77,No,Global Traders,9,108315.21
2023-10-16,Milk,Groceries,37,289,1317.84,No,Nova Supply,15,48760.08
2024-09-01,Perfume,Personal Care,15,451,1030.82,Yes,Nova Supply,9,15462.3
2023-09-15,Lotion,Personal Care,48,378,1393.71,Yes,Prime Distribution,15,66898.08
2023-04-26,Keyboard,Electronics,47,87,1748.64,No,Global Traders,10,82186.08
2024-07-21,Printer,Electronics,63,47,1974.23,No,Smart Wholesale,8,124376.49
2023-04-03,Juice,Groceries,39,440,515.53,Yes,Smart Wholesale,12,20105.67
2023-08-19,Butter,Groceries,38,279,1347.57,Yes,Global Traders,12,51207.66
2024-10-05,Rice,Groceries,24,353,1864.91,Yes,Prime Distribution,14,44757.84
2024-05-28,Hair Oil,Personal Care,36,141,388.78,No,Smart Wholesale,5,13996.08
2023-01-12,Milk,Groceries,45,436,1680.87,No,Global Traders,8,75639.15
2023-09-21,Face Wash,Personal Care,28,312,223.87,Yes,Nova Supply,3,6268.36
2024-11-13,Camera,Electronics,68,68,116.07,Yes,Prime Distribution,4,7892.76
2023-03-11,Sugar,Groceries,45,365,1667.22,No,Global Traders,10,75024.9
2023-12-11,Sugar,Groceries,74,60,814.13,Yes,Global Traders,8,60245.62
2024-03-23,Tablet,Electronics,20,390,842.09,No,ABC Suppliers,11,16841.8
2023-08-05,Soap,Personal Care,39,359,1115.61,Yes,ABC Suppliers,3,43508.79
2023-04-18,Shampoo,Personal Care,40,41,1374.59,Yes,ABC Suppliers,4,54983.6
2024-11-17,Coffee,Groceries,50,499,1132.15,No,Nova Supply,8,56607.5
2023-11-15,Tea,Groceries,53,356,1817.24,Yes,Smart Wholesale,15,96313.72
2023-11-10,Shampoo,Personal Care,73,102,1346.75,No,Nova Supply,12,98312.75
2023-07-27,Mouse,Electronics,53,201,791.25,Yes,Global Traders,7,41936.25
2023-07-11,Printer,Electronics,72,323,1744.2,Yes,Nova Supply,10,125582.4
2024-05-05,Sanitizer,Personal Care,41,330,1282.96,No,Nova Supply,12,52601.36
2023-07-27,Juice,Groceries,51,125,193.02,Yes,Nova Supply,6,9844.02
2023-09-17,Bread,Groceries,46,425,904.49,No,Prime Distribution,2,41606.54
2024-12-20,Tablet,Electronics,52,472,962.42,Yes,Smart Wholesale,9,50045.84
2023-11-13,Conditioner,Personal Care,65,90,876.86,Yes,Smart Wholesale,4,56995.9
2023-09-08,Tea,Groceries,43,345,1044.81,Yes,Prime Distribution,2,44926.83
2024-01-26,Mouse,Electronics,23,129,1748.66,Yes,Smart Wholesale,7,40219.18
2023-03-27,Coffee,Groceries,38,338,1327.54,No,Nova Supply,10,50446.52
2024-05-14,Printer,Electronics,36,386,1896.21,No,ABC Suppliers,10,68263.56
2024-09-08,Speaker,Electronics,43,328,1126.02,No,ABC Suppliers,7,48418.86
2023-08-15,Cheese,Groceries,26,292,83.4,Yes,Nova Supply,13,2168.4
2024-12-05,Laptop,Electronics,95,111,470.15,No,Prime Distribution,2,44664.25
2024-09-01,Hair Oil,Personal Care,54,188,1730.14,Yes,Prime Distribution,4,93427.56
2024-02-11,Tablet,Electronics,31,411,95.25,No,Global Traders,13,2952.75
2024-07-21,Cheese,Groceries,46,140,1353.06,No,Global Traders,11,62240.76
2024-04-23,Toothpaste,Personal Care,56,187,854.97,No,Global Traders,15,47878.32
2023-06-30,Speaker,Electronics,58,344,252.8,Yes,Nova Supply,7,14662.4
2023-04-11,Deodorant,Personal Care,40,497,1858.36,Yes,ABC Suppliers,6,74334.4
2024-05-10,Phone,Electronics,55,482,971.21,Yes,ABC Suppliers,5,53416.55
2024-02-06,Face Wash,Personal Care,49,47,611.1,Yes,Nova Supply,11,29943.9
2024-02-02,Perfume,Personal Care,48,77,888.76,No,Nova Supply,7,42660.48
2023-05-10,Eggs,Groceries,41,327,509.55,Yes,Smart Wholesale,2,20891.55
2023-06-26,Rice,Groceries,57,40,653.05,No,ABC Suppliers,5,37223.85
2024-11-03,Eggs,Groceries,63,86,819.69,Yes,Smart Wholesale,15,51640.47
2024-08-17,Printer,Electronics,33,103,144.37,No,Smart Wholesale,7,4764.21
2024-09-14,Headphones,Electronics,57,321,1075.06,No,Prime Distribution,9,61278.42
2023-01-20,Mouse,Electronics,40,77,974.85,Yes,Prime Distribution,9,38994.0
2024-01-14,Conditioner,Personal Care,37,459,1156.48,No,Nova Supply,13,42789.76
2023-04-16,Speaker,Electronics,36,171,735.01,Yes,ABC Suppliers,5,26460.36
2023-07-03,Hair Oil,Personal Care,75,478,852.3,No,Smart Wholesale,12,63922.5
2024-03-31,Deodorant,Personal Care,55,169,1483.41,No,Global Traders,14,81587.55
2023-02-22,Rice,Groceries,49,439,542.49,No,Global Traders,6,26582.01
2024-04-09,Milk,Groceries,60,394,1514.32,No,ABC Suppliers,3,90859.2
2023-09-03,Bread,Groceries,30,111,1867.89,Yes,ABC Suppliers,8,56036.7
2024-09-10,Hair Oil,Personal Care,34,131,1453.1,No,Smart Wholesale,10,49405.4
2024-10-12,Toothpaste,Personal Care,39,470,841.68,Yes,Global Traders,9,32825.52
2023-07-08,Butter,Groceries,61,463,94.19,No,Prime Distribution,6,5745.59
2024-04-21,Eggs,Groceries,54,150,1120.06,No,Prime Distribution,8,60483.24
2024-09-10,Toothpaste,Personal Care,34,131,1203.92,No,Smart Wholesale,3,40933.28
2023-01-29,Face Wash,Personal Care,33,299,1835.77,Yes,Global Traders,7,60580.41
2023-11-18,Toothpaste,Personal Care,72,241,843.58,Yes,Global Traders,10,60737.76
2023-03-17,Tea,Groceries,29,67,94.61,No,Nova Supply,13,2743.69
2023-04-02,Monitor,Electronics,46,478,924.41,Yes,Prime Distribution,5,42522.86
2024-08-10,Juice,Groceries,44,148,1499.24,Yes,Smart Wholesale,11,65966.56
2024-02-02,Eggs,Groceries,35,450,126.49,No,ABC Suppliers,8,4427.15
2023-12-29,Tablet,Electronics,63,352,1495.7,Yes,Nova Supply,10,94229.1
2023-03-25,Lotion,Personal Care,35,278,736.81,No,ABC Suppliers,5,25788.35
2024-07-08,Deodorant,Personal Care,59,367,753.67,Yes,Smart Wholesale,3,44466.53
2023-01-29,Hair Oil,Personal Care,47,58,1639.96,No,Global Traders,12,77078.12
2024-08-06,Monitor,Electronics,52,176,1688.92,No,ABC Suppliers,6,87823.84
2024-09-21,Sugar,Groceries,44,364,125.26,Yes,ABC Suppliers,8,5511.44
2024-01-10,Conditioner,Personal Care,48,392,302.38,No,ABC Suppliers,2,14514.24
2024-06-11,Juice,Groceries,47,186,1966.86,No,ABC Suppliers,9,92442.42
2023-07-19,Keyboard,Electronics,46,107,1293.54,Yes,Nova Supply,12,59502.84
2024-02-06,Toothpaste,Personal Care,42,52,1445.94,No,Prime Distribution,11,60729.48
2024-11-01,Phone,Electronics,54,81,1188.84,No,Global Traders,14,64197.36
2024-01-11,Eggs,Groceries,40,232,1178.31,Yes,Global Traders,15,47132.4
2024-08-22,Coffee,Groceries,31,390,1818.85,Yes,Nova Supply,13,56384.35
2024-02-01,Tablet,Electronics,50,489,1782.92,Yes,Nova Supply,12,89146.0
2023-06-12,Deodorant,Personal Care,24,131,1556.04,Yes,Global Traders,2,37344.96
2023-06-04,Conditioner,Personal Care,54,261,1237.07,Yes,Global Traders,6,66801.78
2024-03-30,Juice,Groceries,35,471,1135.31,No,Global Traders,4,39735.85
2024-11-26,Tea,Groceries,64,420,1107.18,Yes,ABC Suppliers,9,70859.52
2023-09-22,Sanitizer,Personal Care,34,66,1942.29,Yes,Nova Supply,3,66037.86
2023-10-24,Eggs,Groceries,46,101,1604.67,No,Global Traders,13,73814.82
2023-10-01,Eggs,Groceries,56,277,661.75,No,Nova Supply,4,37058.0
2024-10-01,Cheese,Groceries,41,301,785.79,Yes,Smart Wholesale,5,32217.39
2023-11-01,Milk,Groceries,47,74,1638.52,No,ABC Suppliers,13,77010.44
2024-06-11,Laptop,Electronics,67,422,527.07,Yes,Global Traders,5,35313.69
2024-02-12,Rice,Groceries,37,275,371.89,Yes,ABC Suppliers,14,13759.93
2024-03-28,Monitor,Electronics,33,86,67.9,No,ABC Suppliers,6,2240.7
2024-07-17,Sanitizer,Personal Care,59,81,255.37,Yes,Global Traders,12,15066.83
2023-11-01,Sugar,Groceries,87,210,338.8,Yes,Global Traders,13,29475.6
2023-09-19,Camera,Electronics,29,189,467.58,Yes,Prime Distribution,4,13559.82
2024-11-22,Mouse,Electronics,61,481,1458.48,No,Global Traders,5,88967.28
2024-07-19,Keyboard,Electronics,46,174,667.68,No,ABC Suppliers,13,30713.28
2023-01-28,Conditioner,Personal Care,35,87,808.5,Yes,Prime Distribution,5,28297.5
2024-07-19,Eggs,Groceries,56,379,744.96,No,Prime Distribution,8,41717.76
2023-05-26,Bread,Groceries,57,208,1720.83,Yes,Nova Supply,12,98087.31
2023-02-25,Soap,Personal Care,28,67,1270.0,Yes,Prime Distribution,10,35560.0
2023-07-27,Mouse,Electronics,56,463,1834.38,No,Smart Wholesale,6,102725.28
2023-11-18,Butter,Groceries,51,255,489.74,No,ABC Suppliers,9,24976.74
2023-08-01,Laptop,Electronics,55,314,1418.81,Yes,Nova Supply,11,78034.55
2024-09-16,Face Wash,Personal Care,41,179,687.52,Yes,Smart Wholesale,11,28188.32
2023-10-24,Juice,Groceries,39,350,1511.45,Yes,Nova Supply,4,58946.55
2024-10-20,Toothpaste,Personal Care,32,50,292.82,Yes,Prime Distribution,9,9370.24
2024-02-01,Shampoo,Personal Care,51,373,743.86,Yes,Prime Distribution,4,37936.86
2023-05-08,Juice,Groceries,46,118,711.92,Yes,Global Traders,2,32748.32
2024-03-07,Hair Oil,Personal Care,24,292,986.52,No,Prime Distribution,11,23676.48
2023-10-17,Shampoo,Personal Care,33,486,392.23,Yes,Nova Supply,8,12943.59
2024-09-12,Coffee,Groceries,28,455,93.08,Yes,Nova Supply,13,2606.24
2024-06-03,Headphones,Electronics,54,480,1500.43,Yes,Prime Distribution,9,81023.22
2024-12-05,Perfume,Personal Care,53,80,358.6,Yes,Smart Wholesale,3,19005.8
2023-08-31,Coffee,Groceries,40,397,972.78,No,Smart Wholesale,4,38911.2
2024-04-27,Bread,Groceries,54,249,1269.25,No,Nova Supply,8,68539.5
2024-01-27,Hair Oil,Personal Care,41,342,1647.96,Yes,Prime Distribution,14,67566.36
2024-05-27,Face Wash,Personal Care,36,482,51.53,Yes,Prime Distribution,5,1855.08
2023-06-05,Toothpaste,Personal Care,37,466,668.88,No,Nova Supply,11,24748.56
2023-12-21,Perfume,Personal Care,65,225,701.84,Yes,Smart Wholesale,5,45619.6
2024-08-30,Headphones,Electronics,49,438,693.7,Yes,Smart Wholesale,11,33991.3
2024-03-16,Rice,Groceries,44,256,290.23,No,ABC Suppliers,12,12770.12
2023-07-14,Monitor,Electronics,53,497,1899.33,No,Prime Distribution,14,100664.49
2023-09-20,Milk,Groceries,26,325,1818.96,No,ABC Suppliers,5,47292.96
2023-05-10,Eggs,Groceries,50,500,1442.35,No,Global Traders,9,72117.5
2024-01-04,Butter,Groceries,56,339,1718.19,Yes,Global Traders,6,96218.64
2023-03-20,Bread,Groceries,27,236,751.19,No,Nova Supply,3,20282.13
2024-05-01,Sugar,Groceries,58,457,573.23,Yes,Prime Distribution,10,33247.34
2024-08-01,Headphones,Electronics,53,188,1094.21,No,ABC Suppliers,9,57993.13
2024-04-14,Mouse,Electronics,53,224,1807.83,No,Smart Wholesale,4,95814.99
2024-12-24,Face Wash,Personal Care,51,129,865.63,No,ABC Suppliers,6,44147.13
2023-02-24,Shampoo,Personal Care,38,328,706.84,Yes,Smart Wholesale,14,26859.92
2023-12-01,Hair Oil,Personal Care,51,441,60.1,Yes,Prime Distribution,5,3065.1
2024-12-20,Shampoo,Personal Care,60,158,1606.22,No,ABC Suppliers,9,96373.2
2024-11-28,Soap,Personal Care,68,369,376.14,Yes,Prime Distribution,14,25577.52
2024-05-21,Laptop,Electronics,43,178,982.77,Yes,Prime Distribution,11,42259.11
2023-12-26,Butter,Groceries,69,160,1747.99,No,Nova Supply,11,120611.31
2023-03-26,Camera,Electronics,49,176,875.17,Yes,Smart Wholesale,7,42883.33
2023-10-04,Face Wash,Personal Care,33,241,1028.63,No,Nova Supply,2,33944.79
2023-05-07,Phone,Electronics,50,204,1984.81,No,Global Traders,4,99240.5
2024-09-07,Lotion,Personal Care,39,53,407.84,No,ABC Suppliers,11,15905.76
2023-12-26,Sugar,Groceries,72,371,293.12,Yes,Nova Supply,2,21104.64
2023-05-08,Conditioner,Personal Care,50,444,658.66,Yes,Global Traders,2,32933.0
2024-06-26,Butter,Groceries,36,325,941.47,Yes,Global Traders,11,33892.92
2023-05-24,Shampoo,Personal Care,47,286,1124.47,No,ABC Suppliers,15,52850.09
2024-08-10,Shampoo,Personal Care,53,180,1928.88,No,Nova Supply,7,102230.64
2024-03-26,Rice,Groceries,49,337,1697.59,Yes,Global Traders,9,83181.91
2024-07-03,Headphones,Electronics,56,388,115.93,No,ABC Suppliers,11,6492.08
2024-06-02,Phone,Electronics,60,119,62.6,Yes,Global Traders,9,3756.0
2024-11-07,Printer,Electronics,60,284,972.06,No,Global Traders,9,58323.6
2024-03-12,Printer,Electronics,38,92,969.1,No,Nova Supply,2,36825.8
2023-01-17,Coffee,Groceries,21,444,1976.1,No,Smart Wholesale,8,41498.1
2024-01-15,Shampoo,Personal Care,51,157,1066.59,Yes,Prime Distribution,13,54396.09
2024-10-23,Milk,Groceries,52,250,667.81,No,Prime Distribution,7,34726.12
2023-11-05,Lotion,Personal Care,72,225,640.84,No,Smart Wholesale,12,46140.48
2023-03-05,Lotion,Personal Care,36,361,992.73,Yes,ABC Suppliers,7,35738.28
2024-07-06,Milk,Groceries,45,108,530.39,No,Prime Distribution,8,23867.55
2023-01-18,Perfume,Personal Care,33,58,1911.72,No,Smart Wholesale,4,63086.76
2023-07-03,Rice,Groceries,48,292,1745.03,Yes,Nova Supply,5,83761.44
2023-02-24,Sanitizer,Personal Care,29,68,1400.3,Yes,Nova Supply,8,40608.7
2023-11-30,Rice,Groceries,57,115,550.26,Yes,Smart Wholesale,9,31364.82
2023-01-06,Keyboard,Electronics,41,120,680.04,No,Prime Distribution,14,27881.64
2023-05-06,Tea,Groceries,30,121,602.25,Yes,Smart Wholesale,7,18067.5
2023-02-02,Conditioner,Personal Care,43,355,1273.91,No,Nova Supply,15,54778.13
2023-05-31,Monitor,Electronics,39,456,1477.76,No,Smart Wholesale,14,57632.64
2024-12-01,Lotion,Personal Care,75,341,843.81,Yes,Global Traders,6,63285.75
2023-09-06,Camera,Electronics,33,202,805.28,No,Nova Supply,5,26574.24
2023-08-22,Rice,Groceries,28,155,1941.28,No,Nova Supply,9,54355.84
2024-04-16,Laptop,Electronics,46,148,1651.19,No,Smart Wholesale,8,75954.74
2023-04-15,Toothpaste,Personal Care,50,379,721.91,No,Prime Distribution,10,36095.5
2024-06-13,Butter,Groceries,52,175,752.04,No,ABC Suppliers,4,39106.08
2023-11-08,Sanitizer,Personal Care,61,191,1260.48,Yes,Global Traders,10,76889.28
2024-10-12,Headphones,Electronics,36,348,855.96,Yes,Prime Distribution,9,30814.56
2023-07-22,Coffee,Groceries,61,125,480.73,Yes,Prime Distribution,11,29324.53
2024-04-28,Tea,Groceries,33,149,1186.17,No,Global Traders,2,39143.61
2023-08-14,Butter,Groceries,58,64,1688.66,Yes,Smart Wholesale,10,97942.28
2024-05-11,Speaker,Electronics,46,373,1830.5,Yes,Prime Distribution,7,84203.0
2024-08-19,Printer,Electronics,35,428,1207.81,No,Prime Distribution,4,42273.35
2024-08-03,Perfume,Personal Care,53,95,1151.06,No,Smart Wholesale,8,61006.18
